id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5ab4107a554299753aec5a2f,The Dogwoman telemovies were created by an actress born in what year?,1961,Dogwoman: The telemovies were created by and starred Magda Szubanski as Margaret O'Halloran.,"Magdalene Mary ""Magda"" Szubanski (born 12 April 1961) is an Australian television and film actress, comedian and writer.",Magda Szubanski,
5ae3d8415542992f92d8239a,Southeastern Illinois College offers an undergraduate academic degree considered to be greater level of education than what?,high school diploma or GED,"Associate degree: It is considered to be greater level of education than a high school diploma or GED. Southeastern Illinois College: Southeastern Illinois College is a public community college located approximately halfway between Harrisburg and Equality in Saline County, Illinois, United States. The college was founded in 1960 and offers Associate degrees.",An associate degree (or associate's degree) is an undergraduate academic degree awarded by colleges and universities upon completion of a course of study intended to usually last two years.,Associate degree,
5a88a19a5542997e5c09a64b,The American Sweetgum is the hostplant of what kind of bug?,moth,"Liquidambar styraciflua: American sweetgum (""Liquidambar styraciflua""), also known as American storax, hazel pine, bilsted, redgum, satin-walnut, star-leaved gum, alligatorwood, or simply sweetgum, is a deciduous tree in the genus ""Liquidambar"" native to warm temperate areas of eastern North America and tropical montane regions of Mexico and Central America. Phyllocnistis liquidambarisella: The hostplant for the species is ""Liquidambar styraciflua"".","Phyllocnistis liquidambarisella is a moth of the Gracillariidae family, known from the United States (New York, Maryland, Kentucky, Georgia, Texas, Florida).",Phyllocnistis liquidambarisella,
5a7e1ad155429965cec5ea66,The first book in the Sprawl Trilogy won what three awards?,"Nebula Award, the Philip K. Dick Award, and the Hugo Award","Sprawl trilogy: The Sprawl trilogy (also known as the Neuromancer, Cyberspace, or Matrix trilogy) is William Gibson's first set of novels, composed of ""Neuromancer"" (1984), ""Count Zero"" (1986), and ""Mona Lisa Overdrive"" (1988).","It is one of the best-known works in the cyberpunk genre and the first novel to win the Nebula Award, the Philip K. Dick Award, and the Hugo Award.",Neuromancer,
5a745e1455429929fddd83fd,What drug is among the list of illegal drugs in the Philippines and can be taken by mouth or by injection?,Ephedrine,Illegal drug trade in the Philippines: Ephedrine and methylenedioxy methamphetamine are also among the list of illegal drugs that are of great concern to the authorities.,"It can be taken by mouth or by injection into a muscle, vein, or just under the skin.",Ephedrine,
5a8ca7d4554299240d9c21b8,"The telenova ""El Ardiente Secreto"" was based ona novel published under what pen name?","""Currer Bell""","El Ardiente Secreto: It was based on the Charlotte Brontë's novel ""Jane Eyre"".","It was published on 16 October 1847, by Smith, Elder & Co. of London, England, under the pen name ""Currer Bell"".",Jane Eyre,
5a7ec90055429934daa2fc66,In the 2012-13 FC Sion they brought in Gennaro Gattuso and a player who now plays for what Scottish team?,Scottish Premiership club Hearts,"2012–13 FC Sion season: In the summer transfer window, they brought in Italian World Cup winner Gennaro Gattuso, as well as Kyle Lafferty (former of Rangers).",Kyle Joseph George Lafferty (born 16 September 1987) is a Northern Irish professional footballer who plays as a forward for Scottish Premiership club Hearts and the Northern Ireland national team.,Kyle Lafferty,
5a82112955429926c1cdae25,"WAVN is a Gospel formatted broadcast radio station tied to which city in DeSoto County, Mississippi?","Southaven, Mississippi","Southaven, Mississippi: Southaven is a city in DeSoto County, Mississippi, United States.","WAVN is a Gospel formatted broadcast radio station licensed to Southaven, Mississippi, serving Metro Memphis.",WAVN,
5a85a3005542991dd0999e72,"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?",World War II,"Subhas Chandra Bose: Subhas Chandra Bose (23 January 1897 – 18 August 1945) was an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt during World War II to rid India of British rule with the help of Nazi Germany and Imperial Japan left a troubled legacy.","The branch was created by Subhas Chandra Bose to replace the Indian Civil Service in areas of British India, and is also thought to have been the nascent concept of a one-party political, bureaucractic and civil administrative system similar to that of the Soviet Union or the Fascist states of the time.",Azad Hind Dal,
5ab4475c5542996a3a969f6c,"What English stand-up comedian has a style of comedy full of ""stream-of-conscious banter""?",Eddie Izzard,"Stripped (tour): Stripped is the title of a stand-up comedy tour by Eddie Izzard, and is a continuation of his style of comedy, full of ""stream-of-conscious banter and predilection for nonsensical detours and frequent tangents.""","Edward John ""Eddie"" Izzard ( ; born 7 February 1962) is an English stand-up comedian, actor, writer and political activist.",Eddie Izzard,
5ac1a04e5542991316484b63,Are both Jim McBride and Neil Jordan American?,no,"Neil Jordan: Neil Patrick Jordan (born 25 February 1950) is an Irish film director, screenwriter, novelist and short-story writer.","Jim McBride (born September 16, 1941) is an American television and film director, film producer and screenwriter.",Jim McBride,
5ae09ce855429924de1b7113,What was the highest ranking in the United States for a single written by an English multi-instrumentalist?,25,"Magic Bus (song): ""Magic Bus"" is a song written by Pete Townshend during the time that ""My Generation"" was being recorded in 1965. It has become one of the band's most popular songs and has been a concert staple, although when released, the record only reached number 26 in the United Kingdom and number 25 in the United States.","Peter Dennis Blandford Townshend (born 19 May 1945) is an English musician, singer, songwriter, and multi-instrumentalist, best known as the lead guitarist, backing vocalist, and main songwriter for the rock band the Who.",Pete Townshend,
5a78bc6b554299148911f979,Woman's Era and Naj are what kind of magazines?,fortnightly women interest magazine,"Naj: Naj is a Polish language fortnightly lifestyle and women's magazine published in Warsaw, Poland.",Woman's Era is a fortnightly women interest magazine published in English in India.,Woman's Era,
5ab2a8b655429929539467ab,Name a musician that worked with Hiren Roy and Vilayat Khan.,Nikhil Banerjee,"Vilayat Khan: Along with Ravi Shankar, Ali Akbar Khan, Nikhil Banerjee and his younger brother Imrat Khan, Vilayat Khan helped introduce Indian Classical Music to the West.","Many great musicians, including Nikhil Banerjee, Vilayat Khan, Annapurna Devi, and Ravi Shankar, have sworn by his creations.",Hiren Roy,
5a8a7d2b55429930ff3c0dfc,Are the flowering plants Ecballium and Elatostema in the same family?,no,"Elatostema: Elatostema is a genus of flowering plants containing approximately 350 known species in the nettle family Urticaceae, native to tropical forest clearings throughout Australasia, Asia and Africa.","Ecballium is a genus of flowering plants in the family Cucurbitaceae containing a single species, Ecballium elaterium, also called the squirting cucumber or exploding cucumber (but not to be confused with ""Cyclanthera explodens"").",Ecballium,
5ae3f2395542995ad6573cc6,Are Ganzhou and Jimo District both located in China?,yes,"Ganzhou: Ganzhou (), formerly romanized as Kanchow, is a prefecture-level city in southern Jiangxi, China, bordering Fujian to the east, Guangdong to the south, and Hunan to the west.","Jimo () is a District of Qingdao, Shandong.",Jimo District,
5a90bd7b55429916514e7547,"Which has more species, Aichryson or Polypodium?",Polypodium,"Aichryson: Aichryson is a genus of about 15 species of succulent, subtropical plants, mostly native to the Canary Islands, with a few in the Azores, Madeira and Morocco, and one in Portugal.","Polypodium is a genus of 75–100 species of true ferns, widely distributed throughout the world, with the highest species diversity in the tropics.",Polypodium,
5ae20e265542994d89d5b325,"Who is the psychologist who wrote about the disciple of the person known as the ""Wild Woman of Buttle""?",James G. Kiernan,"James G. Kiernan: Kiernan went on to write of a variety of topics, e.g. Mary MacLane's disciple Viola Larsen, who stole a horse and wrote romantic letters to other girls, as an example of child precocity and possible genius. Mary MacLane: MacLane was known as the ""Wild Woman of Butte"".","James G. Kiernan was an American psychologist, prominent in American gay history for the first recorded use of the terms ""heterosexual"" and ""homosexual"" in 1892.",James G. Kiernan,
5abc039a5542993f40c73c49,The Adoption and Safe Families Act and the Adoption 2002 Initiative were both instituted under which administration?,Clinton,Adoption 2002: The Adoption 2002 Initiative was a program instituted in the United States during the late 1990s by the Clinton Administration.,"The Adoption and Safe Families Act (ASFA, Public Law 105-89) was signed into law by President Bill Clinton on November 19, 1997, after having been approved by the United States Congress earlier in the month.",Adoption and Safe Families Act,
5a77c74155429967ab105291,"Which band formed in England, Of Montreal or Vib Gyor?","Vib Gyor was a band that was formed in Leeds, England.","Of Montreal: of Montreal is an American experimental pop band from Athens, Georgia.","Vib Gyor was a band that was formed in Leeds, England.",Vib Gyor,
5ae48e7e55429913cc20449d,"Gualdo Tadino Cathedral, a Roman Catholic cathedral, was dedicated to Saint Bendict of Nursia who is a patron saint of what continent?",Europe,Benedict of Nursia: He is a patron saint of Europe.,"Gualdo Tadino Cathedral (Italian: ""Duomo di Gualdo Tadino; Basilica Cattedrale di San Benedetto"" ) is a Roman Catholic cathedral in Gualdo Tadino in Umbria, Italy, dedicated to Saint Benedict of Nursia.",Gualdo Tadino Cathedral,
5abaf4535542996cc5e49f35,Where was the coach of the 1999 Oklahoma State Cowboys football team hired in 2013?,Boulder High School,"Bob Simmons (American football coach): In 2013, he was hired as the head football coach at Boulder High School in Boulder, Colorado.",They were coached by head coach Bob Simmons.,1999 Oklahoma State Cowboys football team,
